PLAYER NAME,DATE,TM,AGAINST,OPP,SCORE,MIN,PTS,REB,AST,STL,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TS%,OREB,DREB,TOV,PF,PLUS/MINUS
Scottie Barnes,"Mon
10/30",TOR,vs,POR,"L
91-99",37,20,12,2,2,1,8,19,42.1,1,4,25.0,3,3,100.0,49.2,4,8,4,3,=+1
Scottie Barnes,"Sat
10/28",TOR,vs,PHI,"L
107-114",37,24,8,5,0,2,11,16,68.8,2,5,40.0,0,0,,75.0,1,7,1,3,-6
Scottie Barnes,"Fri
10/27",TOR,@,CHI,"L
103-104",39,22,10,10,0,2,9,14,64.3,1,2,50.0,3,4,75.0,69.8,1,9,7,5,=+15
Scottie Barnes,"Wed
10/25",TOR,vs,MIN,"W
97-94",37,17,8,5,2,5,6,16,37.5,1,4,25.0,4,6,66.7,45.6,1,7,4,1,=+2
Scottie Barnes,"Wed
11/29",TOR,vs,PHX,"W
112-105",38,23,7,4,0,3,7,15,46.7,1,3,33.3,8,8,100.0,62.1,2,5,0,4,=+14
Scottie Barnes,"Tue
11/28",TOR,@,BKN,"L
103-115",36,17,11,6,3,0,5,19,26.3,3,7,42.9,4,5,80.0,40.1,4,7,1,4,-22
Scottie Barnes,"Sun
11/26",TOR,@,CLE,"L
102-105",33,15,8,3,1,1,5,14,35.7,1,4,25.0,4,5,80.0,46.3,1,7,2,1,-20
Scottie Barnes,"Fri
11/24",TOR,vs,CHI,"W
121-108",33,13,10,6,1,2,5,11,45.5,2,5,40.0,1,2,50.0,54.7,5,5,1,1,=+19
Scottie Barnes,"Wed
11/22",TOR,@,IND,"W
132-131",39,20,12,4,4,0,7,17,41.2,2,6,33.3,4,5,80.0,52.1,3,9,3,0,-10
Scottie Barnes,"Tue
11/21",TOR,@,ORL,"L
107-126",30,14,8,4,3,0,5,11,45.5,1,4,25.0,3,4,75.0,54.9,0,8,5,1,-22
Scottie Barnes,"Sun
11/19",TOR,vs,DET,"W
142-113",25,17,7,9,0,0,7,11,63.6,3,4,75.0,0,0,,77.3,2,5,3,1,=+37
Scottie Barnes,"Fri
11/17",TOR,vs,BOS,"L
105-108",32,14,3,6,0,1,5,13,38.5,2,6,33.3,2,3,66.7,48.9,0,3,1,2,-3
Scottie Barnes,"Wed
11/15",TOR,vs,MIL,"L
112-128",31,29,9,7,1,0,11,19,57.9,3,3,100.0,4,5,80.0,68.4,5,4,3,2,-24
Scottie Barnes,"Mon
11/13",TOR,vs,WAS,"W
111-107",38,19,9,4,5,0,8,17,47.1,0,2,0.0,3,4,75.0,50.6,3,6,1,3,-3
Scottie Barnes,"Sat
11/11",TOR,@,BOS,"L
94-117",29,10,5,4,1,1,4,15,26.7,2,9,22.2,0,0,,33.3,1,4,1,1,-28
Scottie Barnes,"Wed
11/8",TOR,@,DAL,"W
127-116",39,14,14,7,4,2,4,15,26.7,0,4,0.0,6,8,75.0,37.8,6,8,0,2,=+9
Scottie Barnes,"Sun
11/5",TOR,@,SAS,"W
123-116",42,30,11,6,3,3,9,20,45.0,5,10,50.0,7,11,63.6,60.4,4,7,3,1,=+14
Scottie Barnes,"Thu
11/2",TOR,@,PHI,"L
99-114",35,24,8,8,0,0,9,16,56.3,2,7,28.6,4,4,100.0,67.6,2,6,1,4,-11
Scottie Barnes,"Wed
11/1",TOR,vs,MIL,"W
130-111",29,21,12,5,1,2,8,16,50.0,4,6,66.7,1,1,100.0,63.9,5,7,3,1,=+14
