PLAYER NAME,DATE,TM,AGAINST,OPP,SCORE,MIN,PTS,REB,AST,STL,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TS%,OREB,DREB,TOV,PF,PLUS/MINUS
Michael Porter Jr.,"Tue
3/5",DEN,vs,PHX,"L
107-117",40,20,7,0,1,0,8,18,44.4,4,12,33.3,0,0,,55.6,0,7,2,3,-6
Michael Porter Jr.,"Sat
3/2",DEN,@,LAL,"W
124-114",37,25,10,4,1,1,10,10,100.0,5,5,100.0,0,0,,125.0,0,10,1,0,=+4
Michael Porter Jr.,"Thu
2/29",DEN,vs,MIA,"W
103-97",38,30,11,3,2,2,12,23,52.2,4,10,40.0,2,2,100.0,62.8,2,9,2,2,=+1
Michael Porter Jr.,"Wed
2/28",DEN,vs,SAC,"W
117-96",24,14,5,1,0,1,5,11,45.5,2,6,33.3,2,2,100.0,58.9,0,5,3,3,=+35
Michael Porter Jr.,"Sun
2/25",DEN,@,GSW,"W
119-103",32,9,7,1,1,0,3,11,27.3,1,6,16.7,2,2,100.0,37.9,0,7,0,1,=+8
Michael Porter Jr.,"Fri
2/23",DEN,@,POR,"W
127-112",34,34,12,1,1,1,13,21,61.9,5,10,50.0,3,3,100.0,76.2,4,8,0,3,=+17
Michael Porter Jr.,"Thu
2/22",DEN,vs,WAS,"W
130-110",31,22,11,2,0,0,9,16,56.3,2,7,28.6,2,2,100.0,65.2,5,6,2,2,=+10
Michael Porter Jr.,"Wed
2/14",DEN,vs,SAC,"L
98-102",37,19,4,2,0,0,8,17,47.1,3,7,42.9,0,0,,55.9,1,3,1,0,-12
Michael Porter Jr.,"Mon
2/12",DEN,@,MIL,"L
95-112",31,11,6,4,1,0,3,11,27.3,2,8,25.0,3,3,100.0,44.6,3,3,2,2,-16
Michael Porter Jr.,"Thu
2/8",DEN,@,LAL,"W
114-106",38,27,8,2,0,1,11,20,55.0,4,7,57.1,1,1,100.0,66.0,1,7,1,1,=+6
Michael Porter Jr.,"Sun
2/4",DEN,vs,POR,"W
112-103",24,12,5,3,0,3,4,10,40.0,2,6,33.3,2,2,100.0,55.1,3,2,3,1,-2
Michael Porter Jr.,"Fri
2/2",DEN,vs,POR,"W
120-108",35,13,4,1,0,0,5,14,35.7,3,10,30.0,0,0,,46.4,0,4,1,0,=+8
Michael Porter Jr.,"Wed
1/31",DEN,@,OKC,"L
100-105",39,15,8,2,1,0,6,17,35.3,3,9,33.3,0,0,,44.1,1,7,0,4,-16
Michael Porter Jr.,"Mon
1/29",DEN,vs,MIL,"W
113-107",37,13,8,0,0,0,6,14,42.9,1,3,33.3,0,0,,46.4,2,6,1,2,-1
Michael Porter Jr.,"Sat
1/27",DEN,vs,PHI,"W
111-105",35,20,8,2,0,0,8,19,42.1,4,12,33.3,0,0,,52.6,3,5,1,2,=+18
Michael Porter Jr.,"Thu
1/25",DEN,@,NYK,"L
84-122",22,5,6,0,0,0,2,4,50.0,0,0,,1,1,100.0,56.3,3,3,2,2,-29
Michael Porter Jr.,"Tue
1/23",DEN,@,IND,"W
114-109",31,5,4,1,0,1,2,9,22.2,1,5,20.0,0,0,,27.8,0,4,0,1,=+7
Michael Porter Jr.,"Sun
1/21",DEN,@,WAS,"W
113-104",32,19,5,0,2,2,8,14,57.1,3,7,42.9,0,0,,67.9,0,5,3,2,=+13
Michael Porter Jr.,"Fri
1/19",DEN,@,BOS,"W
102-100",37,13,8,0,0,0,5,9,55.6,1,4,25.0,2,3,66.7,63.0,4,4,1,3,=+6
Michael Porter Jr.,"Tue
1/16",DEN,@,PHI,"L
121-126",34,20,5,0,1,0,6,12,50.0,4,8,50.0,4,5,80.0,70.4,0,5,1,3,-12
Michael Porter Jr.,"Sun
1/14",DEN,vs,IND,"W
117-109",37,25,8,5,1,2,9,15,60.0,7,11,63.6,0,0,,83.3,0,8,1,1,=+13
Michael Porter Jr.,"Fri
1/12",DEN,vs,NOP,"W
125-113",33,20,10,1,1,1,8,12,66.7,2,5,40.0,2,3,66.7,75.1,1,9,1,2,=+14
Michael Porter Jr.,"Wed
1/10",DEN,@,UTA,"L
111-124",24,5,4,1,0,0,2,9,22.2,1,3,33.3,0,0,,27.8,1,3,1,2,-18
Michael Porter Jr.,"Sun
1/7",DEN,vs,DET,"W
131-114",28,18,1,2,0,0,7,12,58.3,1,5,20.0,3,3,100.0,67.6,0,1,1,1,=+29
Michael Porter Jr.,"Fri
1/5",DEN,vs,ORL,"L
120-122",31,22,3,1,2,0,9,14,64.3,4,6,66.7,0,0,,78.6,0,3,0,2,=+6
Michael Porter Jr.,"Thu
1/4",DEN,@,GSW,"W
130-127",30,8,4,0,0,0,3,6,50.0,2,5,40.0,0,0,,66.7,0,4,0,3,=+5
Michael Porter Jr.,"Mon
1/1",DEN,vs,CHA,"W
111-93",31,22,8,1,0,0,8,17,47.1,4,11,36.4,2,2,100.0,61.5,1,7,1,1,=+33
Michael Porter Jr.,"Fri
12/29",DEN,vs,OKC,"L
93-119",31,12,6,1,0,1,4,12,33.3,2,8,25.0,2,2,100.0,46.6,0,6,0,1,-10
Michael Porter Jr.,"Thu
12/28",DEN,vs,MEM,"W
142-105",23,8,4,0,0,1,3,6,50.0,2,3,66.7,0,0,,66.7,0,4,2,3,=+28
Michael Porter Jr.,"Mon
12/25",DEN,vs,GSW,"W
120-114",40,19,10,1,0,4,8,17,47.1,3,10,30.0,0,0,,55.9,0,10,0,1,=+23
Michael Porter Jr.,"Sat
12/23",DEN,@,CHA,"W
102-95",31,22,5,1,1,2,8,14,57.1,5,8,62.5,1,2,50.0,73.9,1,4,1,2,=+15
Michael Porter Jr.,"Fri
12/22",DEN,@,BKN,"W
122-117",34,15,4,3,0,1,6,10,60.0,3,5,60.0,0,0,,75.0,0,4,1,1,=+13
Michael Porter Jr.,"Wed
12/20",DEN,@,TOR,"W
113-104",33,12,6,2,1,0,5,13,38.5,2,7,28.6,0,0,,46.2,1,5,0,1,=+10
Michael Porter Jr.,"Mon
12/18",DEN,vs,DAL,"W
130-104",23,8,4,1,0,0,3,8,37.5,2,3,66.7,0,0,,50.0,2,2,2,1,=+13
Michael Porter Jr.,"Sat
12/16",DEN,vs,OKC,"L
117-118",32,20,11,0,0,0,8,18,44.4,4,8,50.0,0,0,,55.6,0,11,1,0,=+1
Michael Porter Jr.,"Thu
12/14",DEN,vs,BKN,"W
124-101",23,9,6,1,1,0,3,8,37.5,1,4,25.0,2,2,100.0,50.7,2,4,0,0,=+11
Michael Porter Jr.,"Tue
12/12",DEN,@,CHI,"W
114-106",32,17,7,0,1,0,6,16,37.5,2,8,25.0,3,4,75.0,47.9,0,7,0,1,=+3
Michael Porter Jr.,"Mon
12/11",DEN,@,ATL,"W
129-122",26,3,7,3,0,0,1,11,9.1,0,4,0.0,1,2,50.0,12.6,2,5,1,3,=+12
Michael Porter Jr.,"Fri
12/8",DEN,vs,HOU,"L
106-114",40,20,8,0,0,2,8,12,66.7,3,6,50.0,1,1,100.0,80.4,1,7,2,3,=+11
Michael Porter Jr.,"Wed
12/6",DEN,@,LAC,"L
102-111",34,18,9,0,0,1,7,8,87.5,4,5,80.0,0,0,,112.5,3,6,2,2,=+4
Michael Porter Jr.,"Sat
12/2",DEN,@,SAC,"L
117-123",33,13,8,2,0,2,6,12,50.0,1,5,20.0,0,0,,54.2,0,8,1,1,-6
Michael Porter Jr.,"Fri
12/1",DEN,@,PHX,"W
119-111",37,19,10,4,2,1,8,16,50.0,0,4,0.0,3,3,100.0,54.8,1,9,2,1,=+8
Michael Porter Jr.,"Wed
11/29",DEN,vs,HOU,"W
134-124",34,30,10,5,1,0,11,17,64.7,7,12,58.3,1,3,33.3,81.9,2,8,0,2,=+26
Michael Porter Jr.,"Mon
11/27",DEN,@,LAC,"W
113-104",29,8,10,3,0,0,3,13,23.1,2,7,28.6,0,0,,30.8,3,7,1,5,=+4
Michael Porter Jr.,"Sun
11/26",DEN,vs,SAS,"W
132-120",33,25,7,2,0,1,8,14,57.1,4,9,44.4,5,6,83.3,75.1,1,6,3,0,=+15
Michael Porter Jr.,"Fri
11/24",DEN,@,HOU,"L
86-105",37,14,7,1,1,2,6,14,42.9,2,8,25.0,0,0,,50.0,1,6,1,1,-8
Michael Porter Jr.,"Wed
11/22",DEN,@,ORL,"L
119-124",31,25,2,0,1,0,9,16,56.3,5,9,55.6,2,2,100.0,74.1,0,2,0,4,=+5
Michael Porter Jr.,"Mon
11/20",DEN,@,DET,"W
107-103",38,14,11,2,0,1,5,15,33.3,4,9,44.4,0,1,0.0,45.3,2,9,4,3,-1
Michael Porter Jr.,"Sun
11/19",DEN,@,CLE,"L
109-121",27,21,6,0,1,0,7,15,46.7,5,9,55.6,2,2,100.0,66.1,1,5,2,2,-31
Michael Porter Jr.,"Fri
11/17",DEN,@,NOP,"L
110-115",33,18,11,0,0,0,8,14,57.1,2,6,33.3,0,1,0.0,62.3,3,8,0,3,-15
Michael Porter Jr.,"Tue
11/14",DEN,vs,LAC,"W
111-108",34,10,5,0,1,1,4,11,36.4,2,8,25.0,0,2,0.0,42.1,1,4,2,3,=+4
Michael Porter Jr.,"Sun
11/12",DEN,@,HOU,"L
104-107",38,25,10,0,0,1,11,19,57.9,3,10,30.0,0,0,,65.8,2,8,2,3,=+2
Michael Porter Jr.,"Wed
11/8",DEN,vs,GSW,"W
108-105",37,17,8,2,0,2,7,17,41.2,3,8,37.5,0,0,,50.0,2,6,0,1,=+13
Michael Porter Jr.,"Mon
11/6",DEN,vs,NOP,"W
134-116",29,22,9,3,0,0,8,16,50.0,2,6,33.3,4,4,100.0,61.9,2,7,1,2,=+13
Michael Porter Jr.,"Sat
11/4",DEN,vs,CHI,"W
123-101",31,27,6,2,1,2,9,16,56.3,5,10,50.0,4,5,80.0,74.2,1,5,2,4,=+30
Michael Porter Jr.,"Fri
11/3",DEN,vs,DAL,"W
125-114",34,24,9,1,0,2,10,18,55.6,4,8,50.0,0,0,,66.7,5,4,1,2,=+17
Michael Porter Jr.,"Wed
11/1",DEN,@,MIN,"L
89-110",25,5,5,1,1,1,2,11,18.2,0,5,0.0,1,1,100.0,21.9,2,3,0,0,-19
Michael Porter Jr.,"Mon
10/30",DEN,vs,UTA,"W
110-102",19,8,1,2,0,1,3,8,37.5,2,6,33.3,0,0,,50.0,0,1,1,3,=+2
Michael Porter Jr.,"Sun
10/29",DEN,@,OKC,"W
128-95",25,20,9,2,0,0,8,14,57.1,4,7,57.1,0,0,,71.4,3,6,1,3,=+12
Michael Porter Jr.,"Fri
10/27",DEN,@,MEM,"W
108-104",29,9,13,3,0,0,3,7,42.9,2,5,40.0,1,1,100.0,60.5,1,12,1,4,=+4
Michael Porter Jr.,"Tue
10/24",DEN,vs,LAL,"W
119-107",30,12,12,2,2,0,5,13,38.5,2,9,22.2,0,0,,46.2,2,10,0,1,=+12
Myles Turner,"Sun
4/14",IND,vs,ATL,"W
157-115",22,31,12,0,0,4,13,17,76.5,3,4,75.0,2,2,100.0,86.7,3,9,1,2,=+26
Myles Turner,"Fri
4/12",IND,@,CLE,"L
120-129",28,17,6,5,0,1,6,11,54.5,1,5,20.0,4,6,66.7,62.3,0,6,2,0,-10
Myles Turner,"Tue
4/9",IND,@,TOR,"W
140-123",21,16,4,1,0,1,6,10,60.0,3,7,42.9,1,4,25.0,68.0,1,3,2,3,=+14
Myles Turner,"Sun
4/7",IND,vs,MIA,"W
117-115",37,22,13,2,0,2,6,12,50.0,2,6,33.3,8,8,100.0,70.9,1,12,0,2,-4
Myles Turner,"Fri
4/5",IND,vs,OKC,"W
126-112",18,16,3,0,1,1,6,11,54.5,2,3,66.7,2,2,100.0,67.3,0,3,1,4,-2
Myles Turner,"Mon
4/1",IND,vs,BKN,"W
133-111",14,9,6,0,1,5,3,5,60.0,2,4,50.0,1,2,50.0,76.5,0,6,2,1,=+19
Myles Turner,"Fri
3/29",IND,vs,LAL,"W
109-90",28,10,5,3,1,2,4,12,33.3,0,5,0.0,2,2,100.0,38.8,1,4,1,4,=+14
Myles Turner,"Wed
3/27",IND,@,CHI,"L
99-125",25,12,4,0,0,1,4,10,40.0,2,5,40.0,2,2,100.0,55.1,1,3,1,0,=+1
Myles Turner,"Mon
3/25",IND,@,LAC,"W
133-116",26,24,7,0,0,1,8,12,66.7,4,6,66.7,4,6,66.7,82.0,1,6,1,4,=+1
Myles Turner,"Sun
3/24",IND,@,LAL,"L
145-150",28,20,5,3,0,2,7,12,58.3,4,6,66.7,2,4,50.0,72.7,0,5,1,3,-9
Myles Turner,"Fri
3/22",IND,@,GSW,"W
123-111",27,14,10,0,0,5,5,15,33.3,1,5,20.0,3,4,75.0,41.8,2,8,0,2,=+7
Myles Turner,"Wed
3/20",IND,@,DET,"W
122-103",20,6,5,3,0,2,2,7,28.6,1,4,25.0,1,2,50.0,38.1,1,4,1,5,=+9
Myles Turner,"Mon
3/18",IND,vs,CLE,"L
103-108",29,12,3,1,1,1,5,10,50.0,2,4,50.0,0,0,,60.0,1,2,2,3,-5
Myles Turner,"Sat
3/16",IND,vs,BKN,"W
121-100",25,11,7,1,1,0,5,10,50.0,0,2,0.0,1,1,100.0,52.7,3,4,0,3,=+16
Myles Turner,"Wed
3/13",IND,vs,CHI,"L
129-132",34,27,7,1,0,1,9,15,60.0,5,8,62.5,4,6,66.7,76.5,0,7,1,1,-13
Myles Turner,"Tue
3/12",IND,@,OKC,"W
121-111",30,24,3,4,1,4,11,17,64.7,2,3,66.7,0,0,,70.6,0,3,1,1,=+7
Myles Turner,"Sun
3/10",IND,@,ORL,"W
111-97",31,12,8,0,0,6,4,11,36.4,1,3,33.3,3,5,60.0,45.5,1,7,3,4,=+14
Myles Turner,"Thu
3/7",IND,vs,MIN,"L
111-113",21,12,7,1,0,4,4,8,50.0,1,3,33.3,3,5,60.0,58.8,1,6,2,5,=+1
Myles Turner,"Tue
3/5",IND,@,DAL,"W
137-120",28,20,4,2,0,0,7,14,50.0,1,5,20.0,5,6,83.3,60.1,0,4,0,1,=+16
Myles Turner,"Sun
3/3",IND,@,SAS,"L
105-117",30,16,10,0,0,1,6,17,35.3,4,9,44.4,0,0,,47.1,3,7,2,2,-7
Myles Turner,"Fri
3/1",IND,@,NOP,"L
102-129",19,12,5,0,0,3,5,10,50.0,0,1,0.0,2,4,50.0,51.0,2,3,2,3,-14
Myles Turner,"Wed
2/28",IND,vs,NOP,"W
123-114",27,14,10,0,1,2,5,11,45.5,0,2,0.0,4,4,100.0,54.9,2,8,0,5,=+2
Myles Turner,"Mon
2/26",IND,vs,TOR,"L
122-130",26,16,11,1,0,2,5,8,62.5,2,3,66.7,4,6,66.7,75.2,5,6,3,2,-18
Myles Turner,"Sun
2/25",IND,vs,DAL,"W
133-111",30,33,8,1,0,0,10,15,66.7,2,7,28.6,11,12,91.7,81.4,2,6,4,2,=+7
Myles Turner,"Thu
2/22",IND,vs,DET,"W
129-115",28,13,11,1,2,2,5,9,55.6,0,3,0.0,3,3,100.0,63.0,1,10,1,3,=+4
Myles Turner,"Mon
2/12",IND,@,CHA,"L
102-111",31,22,5,1,2,2,8,13,61.5,1,5,20.0,5,5,100.0,72.4,0,5,1,1,=+6
Myles Turner,"Sat
2/10",IND,@,NYK,"W
125-111",31,23,8,4,1,0,9,9,100.0,2,2,100.0,3,4,75.0,106.9,0,8,2,4,=+5
Myles Turner,"Thu
2/8",IND,vs,GSW,"L
109-131",23,15,7,1,0,1,5,12,41.7,2,5,40.0,3,6,50.0,51.2,0,7,1,3,-13
Myles Turner,"Tue
2/6",IND,vs,HOU,"W
132-129",29,21,3,2,1,2,8,16,50.0,2,6,33.3,3,4,75.0,59.1,0,3,1,6,0
Myles Turner,"Sun
2/4",IND,@,CHA,"W
115-99",26,16,10,2,1,0,7,14,50.0,0,3,0.0,2,2,100.0,53.8,3,7,0,3,=+16
Myles Turner,"Thu
2/1",IND,@,NYK,"L
105-109",24,5,4,1,1,0,2,6,33.3,0,0,,1,3,33.3,34.2,0,4,1,5,-6
Myles Turner,"Tue
1/30",IND,@,BOS,"L
124-129",26,17,5,1,0,1,7,18,38.9,2,7,28.6,1,4,25.0,43.0,1,4,3,4,=+7
Myles Turner,"Fri
1/26",IND,vs,PHX,"W
133-131",18,5,3,2,0,0,2,6,33.3,0,2,0.0,1,1,100.0,38.8,0,3,2,2,-2
Myles Turner,"Thu
1/25",IND,vs,PHI,"W
134-122",27,20,9,1,1,2,7,12,58.3,3,6,50.0,3,4,75.0,72.7,3,6,1,4,=+21
Myles Turner,"Tue
1/23",IND,vs,DEN,"L
109-114",37,22,6,1,1,0,8,18,44.4,0,5,0.0,6,7,85.7,52.2,0,6,2,3,-9
Myles Turner,"Sun
1/21",IND,@,PHX,"L
110-117",19,12,2,1,0,2,5,11,45.5,1,2,50.0,1,2,50.0,50.5,1,1,1,1,-25
Myles Turner,"Fri
1/19",IND,@,POR,"L
115-118",34,29,12,1,0,5,10,17,58.8,6,10,60.0,3,3,100.0,79.1,2,10,1,3,=+6
Myles Turner,"Thu
1/18",IND,@,SAC,"W
126-121",32,18,2,1,0,1,6,12,50.0,1,4,25.0,5,7,71.4,59.7,0,2,1,4,-8
Myles Turner,"Mon
1/15",IND,@,UTA,"L
105-132",17,12,4,0,0,0,4,8,50.0,1,2,50.0,3,4,75.0,61.5,1,3,2,5,-8
Myles Turner,"Sun
1/14",IND,@,DEN,"L
109-117",26,12,4,1,2,1,5,11,45.5,0,4,0.0,2,3,66.7,48.7,1,3,3,5,-5
Myles Turner,"Fri
1/12",IND,@,ATL,"W
126-108",26,12,7,4,2,2,5,9,55.6,0,3,0.0,2,3,66.7,58.1,2,5,3,2,=+9
Myles Turner,"Wed
1/10",IND,vs,WAS,"W
112-104",31,18,13,3,0,2,7,15,46.7,1,5,20.0,3,3,100.0,55.1,6,7,2,3,=+6
Myles Turner,"Mon
1/8",IND,vs,BOS,"W
133-131",35,16,8,1,0,0,7,13,53.8,1,3,33.3,1,2,50.0,57.6,2,6,2,2,-1
Myles Turner,"Sat
1/6",IND,vs,BOS,"L
101-118",30,12,7,2,0,0,5,11,45.5,0,5,0.0,2,4,50.0,47.0,3,4,0,3,-11
Myles Turner,"Fri
1/5",IND,vs,ATL,"W
150-116",22,27,5,3,1,1,10,14,71.4,2,3,66.7,5,5,100.0,83.3,2,3,1,0,=+25
Myles Turner,"Wed
1/3",IND,vs,MIL,"W
142-130",30,15,7,2,0,2,6,9,66.7,1,4,25.0,2,4,50.0,69.7,0,7,2,4,=+15
Myles Turner,"Mon
1/1",IND,@,MIL,"W
122-113",28,13,4,0,0,2,3,5,60.0,0,2,0.0,7,7,100.0,80.4,1,3,0,5,-20
Myles Turner,"Sat
12/30",IND,vs,NYK,"W
140-126",31,28,8,2,0,0,10,17,58.8,6,8,75.0,2,3,66.7,76.4,1,7,1,0,=+17
Myles Turner,"Thu
12/28",IND,@,CHI,"W
120-104",26,24,6,0,0,3,8,12,66.7,1,2,50.0,7,7,100.0,79.6,0,6,3,5,=+30
Myles Turner,"Tue
12/26",IND,@,HOU,"W
123-117",24,18,5,1,0,2,5,9,55.6,2,3,66.7,6,7,85.7,74.5,1,4,0,5,=+4
Myles Turner,"Sat
12/23",IND,vs,ORL,"L
110-117",29,24,7,0,1,4,9,11,81.8,2,4,50.0,4,4,100.0,94.0,1,6,1,4,=+18
Myles Turner,"Thu
12/21",IND,@,MEM,"L
103-116",36,15,6,2,1,4,5,10,50.0,0,2,0.0,5,5,100.0,61.5,3,3,4,5,-2
Myles Turner,"Wed
12/20",IND,vs,CHA,"W
144-113",25,18,6,0,0,2,5,9,55.6,1,4,25.0,7,7,100.0,74.5,1,5,1,2,=+19
Myles Turner,"Sat
12/16",IND,@,MIN,"L
109-127",21,12,5,0,1,0,2,7,28.6,1,2,50.0,7,8,87.5,57.0,2,3,1,1,-15
Myles Turner,"Fri
12/15",IND,@,WAS,"L
123-137",20,6,4,1,0,3,2,10,20.0,1,4,25.0,1,2,50.0,27.6,2,2,1,1,-17
Myles Turner,"Wed
12/13",IND,@,MIL,"L
126-140",33,22,9,0,0,2,8,14,57.1,2,2,100.0,4,4,100.0,69.8,4,5,2,4,-5
Myles Turner,"Mon
12/11",IND,@,DET,"W
131-123",31,23,8,1,1,3,10,15,66.7,0,2,0.0,3,6,50.0,65.2,3,5,2,2,=+12
Myles Turner,"Thu
12/7",IND,@,MIL,"W
128-119",32,26,10,2,1,3,9,18,50.0,2,8,25.0,6,8,75.0,60.4,1,9,0,2,-5
Myles Turner,"Mon
12/4",IND,vs,BOS,"W
122-112",34,17,10,1,1,1,7,16,43.8,2,6,33.3,1,1,100.0,51.7,1,9,0,1,=+22
Myles Turner,"Sat
12/2",IND,@,MIA,"W
144-129",30,17,10,1,0,2,8,12,66.7,1,4,25.0,0,0,,70.8,2,8,2,4,=+10
Myles Turner,"Thu
11/30",IND,@,MIA,"L
132-142",29,13,9,2,0,1,5,14,35.7,0,5,0.0,3,5,60.0,40.1,4,5,0,3,-13
Myles Turner,"Mon
11/27",IND,vs,POR,"L
110-114",27,11,8,0,2,2,5,11,45.5,0,3,0.0,1,1,100.0,48.1,1,7,1,4,=+2
Myles Turner,"Fri
11/24",IND,vs,DET,"W
136-113",27,23,10,2,1,5,8,14,57.1,1,3,33.3,6,6,100.0,69.1,5,5,2,5,=+23
Myles Turner,"Wed
11/22",IND,vs,TOR,"L
131-132",29,17,8,0,1,2,7,11,63.6,2,3,66.7,1,2,50.0,71.5,1,7,2,3,=+13
Myles Turner,"Tue
11/21",IND,@,ATL,"W
157-152",25,11,9,1,0,4,4,7,57.1,0,2,0.0,3,4,75.0,62.8,1,8,1,3,=+5
Myles Turner,"Sun
11/19",IND,vs,ORL,"L
116-128",23,10,4,3,1,3,3,10,30.0,0,3,0.0,4,6,66.7,39.6,3,1,1,2,-20
Myles Turner,"Tue
11/14",IND,@,PHI,"W
132-126",19,17,3,0,1,1,5,11,45.5,1,4,25.0,6,8,75.0,58.5,1,2,1,6,=+5
Myles Turner,"Sun
11/12",IND,@,PHI,"L
126-137",29,22,5,0,1,3,7,17,41.2,4,9,44.4,4,4,100.0,58.6,2,3,3,4,-6
Myles Turner,"Thu
11/9",IND,vs,MIL,"W
126-124",37,21,6,4,0,1,8,16,50.0,4,9,44.4,1,1,100.0,63.9,1,5,1,4,=+14
Myles Turner,"Wed
11/8",IND,vs,UTA,"W
134-118",23,22,6,0,0,3,8,12,66.7,0,2,0.0,6,8,75.0,70.9,3,3,0,2,=+3
Myles Turner,"Mon
11/6",IND,vs,SAS,"W
152-111",21,15,11,2,0,1,5,7,71.4,1,1,100.0,4,4,100.0,85.6,4,7,0,3,=+19
Myles Turner,"Sat
11/4",IND,vs,CHA,"L
124-125",27,14,6,2,1,0,5,9,55.6,3,5,60.0,1,2,50.0,70.9,0,6,4,4,=+12
Myles Turner,"Fri
11/3",IND,vs,CLE,"W
121-116",31,27,9,0,2,2,9,14,64.3,4,5,80.0,5,6,83.3,81.1,1,8,3,4,=+11
Myles Turner,"Wed
11/1",IND,@,BOS,"L
104-155",22,8,5,3,1,1,4,12,33.3,0,3,0.0,0,0,,33.3,1,4,1,1,-20
Myles Turner,"Mon
10/30",IND,vs,CHI,"L
105-112",32,20,11,3,0,2,6,14,42.9,3,8,37.5,5,8,62.5,57.1,2,9,1,2,-9
Myles Turner,"Sat
10/28",IND,@,CLE,"W
125-113",29,20,12,1,0,2,7,14,50.0,1,5,20.0,5,5,100.0,61.7,1,11,2,5,-5
Myles Turner,"Wed
10/25",IND,vs,WAS,"W
143-120",23,11,8,1,0,3,5,8,62.5,0,2,0.0,1,2,50.0,61.9,0,8,2,4,=+14
Amen Thompson,"Sun
4/14",HOU,@,LAC,"W
116-105",40,18,11,10,3,3,8,9,88.9,0,0,,2,3,66.7,87.2,5,6,3,5,=+12
Amen Thompson,"Fri
4/12",HOU,@,POR,"W
116-107",35,17,15,6,0,0,6,12,50.0,0,1,0.0,5,6,83.3,58.1,6,9,2,1,=+15
Amen Thompson,"Thu
4/11",HOU,@,UTA,"L
121-124",35,15,10,4,2,0,6,12,50.0,0,1,0.0,3,4,75.0,54.5,6,4,1,0,-1
Amen Thompson,"Tue
4/9",HOU,vs,ORL,"W
118-106",38,13,8,4,2,1,6,7,85.7,0,0,,1,2,50.0,82.5,3,5,4,2,=+1
Amen Thompson,"Sun
4/7",HOU,@,DAL,"L
136-147",8,5,3,3,0,0,1,1,100.0,0,0,,3,3,100.0,107.8,0,3,0,1,=+17
Amen Thompson,"Thu
4/4",HOU,vs,GSW,"L
110-133",30,8,4,1,1,0,3,7,42.9,0,0,,2,3,66.7,48.1,2,2,2,3,-10
Amen Thompson,"Tue
4/2",HOU,@,MIN,"L
106-113",25,9,9,4,3,0,4,9,44.4,0,0,,1,3,33.3,43.6,4,5,0,2,-15
Amen Thompson,"Sun
3/31",HOU,vs,DAL,"L
107-125",20,8,7,1,2,0,3,8,37.5,0,1,0.0,2,2,100.0,45.0,2,5,1,3,-14
Amen Thompson,"Fri
3/29",HOU,@,UTA,"W
101-100",40,18,14,5,2,1,6,12,50.0,0,0,,6,8,75.0,58.0,8,6,3,1,=+11
Amen Thompson,"Wed
3/27",HOU,@,OKC,"W
132-126",39,25,15,4,1,0,10,18,55.6,0,1,0.0,5,6,83.3,60.6,6,9,1,5,=+10
Amen Thompson,"Mon
3/25",HOU,vs,POR,"W
110-92",28,12,9,2,1,1,6,12,50.0,0,1,0.0,0,0,,50.0,6,3,1,0,0
Amen Thompson,"Sat
3/23",HOU,vs,UTA,"W
147-119",30,4,10,6,1,0,2,9,22.2,0,1,0.0,0,2,0.0,20.2,7,3,2,3,=+7
Amen Thompson,"Thu
3/21",HOU,vs,CHI,"W
127-117",26,15,8,3,1,0,5,9,55.6,0,1,0.0,5,6,83.3,64.4,1,7,1,3,=+1
Amen Thompson,"Tue
3/19",HOU,@,WAS,"W
137-114",32,25,10,2,0,1,10,12,83.3,0,0,,5,7,71.4,82.9,3,7,2,1,=+32
Amen Thompson,"Sat
3/16",HOU,vs,CLE,"W
117-103",26,18,8,0,1,0,8,11,72.7,0,0,,2,3,66.7,73.1,3,5,1,3,=+13
Amen Thompson,"Thu
3/14",HOU,vs,WAS,"W
135-119",28,20,11,4,3,0,9,12,75.0,0,0,,2,2,100.0,77.6,5,6,1,3,=+24
Amen Thompson,"Tue
3/12",HOU,@,SAS,"W
103-101",23,6,4,2,1,0,2,2,100.0,0,0,,2,2,100.0,104.2,1,3,1,1,-3
Amen Thompson,"Sun
3/10",HOU,@,SAC,"W
112-104",20,13,5,0,0,0,6,9,66.7,1,1,100.0,0,0,,72.2,1,4,2,3,-2
Amen Thompson,"Fri
3/8",HOU,@,POR,"W
123-107",26,16,8,3,2,5,7,10,70.0,0,1,0.0,2,2,100.0,73.5,1,7,1,3,=+24
Amen Thompson,"Wed
3/6",HOU,vs,LAC,"L
116-122",18,6,3,2,1,0,3,6,50.0,0,0,,0,0,,50.0,2,1,0,3,=+4
Amen Thompson,"Tue
3/5",HOU,vs,SAS,"W
114-101",19,2,6,1,1,2,0,4,0.0,0,2,0.0,2,4,50.0,17.4,1,5,1,2,=+2
Amen Thompson,"Sat
3/2",HOU,@,PHX,"W
118-109",21,9,5,3,4,0,3,5,60.0,0,0,,3,3,100.0,71.2,2,3,0,2,-3
Amen Thompson,"Thu
2/29",HOU,@,PHX,"L
105-110",10,0,4,0,2,0,0,2,0.0,0,0,,0,0,,0.0,2,2,1,4,-8
Amen Thompson,"Tue
2/27",HOU,@,OKC,"L
95-112",17,2,8,0,0,1,1,5,20.0,0,2,0.0,0,0,,20.0,4,4,2,1,-5
