PLAYER NAME,DATE,MIN,PTS,REB,TOV,PREV_DATE_DIFF
Nic Claxton,2024-03-31,26,10,6,3.0,1.0
Nick Richards,2023-11-04,18,10,10,1.0,1.0
Nick Richards,2023-12-15,30,16,6,0.0,1.0
Nick Richards,2023-12-28,26,11,10,0.0,1.0
Nick Richards,2024-01-01,30,15,8,0.0,1.0
Nick Richards,2024-01-26,27,14,7,0.0,1.0
Nick Richards,2024-02-04,33,12,10,5.0,1.0
Nick Richards,2024-02-09,30,16,11,2.0,1.0
Nick Richards,2024-02-22,28,8,10,0.0,1.0
Nick Richards,2024-02-29,27,9,8,1.0,1.0
Nick Richards,2024-03-08,30,10,13,2.0,1.0
Nick Richards,2024-03-15,28,2,15,0.0,1.0
Nick Richards,2024-04-09,20,8,7,2.0,1.0
Nikola Jokić,2023-10-29,30,28,14,4.0,1.0
Nikola Jokić,2023-11-03,36,33,14,4.0,1.0
Nikola Jokić,2023-11-19,28,18,10,3.0,1.0
Nikola Jokić,2023-12-01,35,21,5,3.0,1.0
Nikola Jokić,2023-12-11,36,25,8,1.0,1.0
Nikola Jokić,2023-12-22,34,31,11,0.0,1.0
Nikola Jokić,2023-12-28,30,26,14,3.0,1.0
Nikola Jokić,2024-01-04,38,34,9,4.0,1.0
Nikola Jokić,2024-02-08,36,24,13,6.0,1.0
Nikola Jokić,2024-02-22,31,21,19,3.0,1.0
Nikola Jokić,2024-02-28,32,14,14,2.0,1.0
Nikola Jokić,2024-04-09,34,28,13,5.0,1.0
Nikola Vučević,2023-10-27,40,11,12,3.0,1.0
Nikola Vučević,2023-11-03,36,13,13,0.0,1.0
Nikola Vučević,2023-11-12,33,21,12,1.0,1.0
Nikola Vučević,2023-11-17,30,10,10,1.0,1.0
Nikola Vučević,2023-12-11,39,14,10,1.0,1.0
Nikola Vučević,2023-12-20,31,13,10,1.0,1.0
Nikola Vučević,2024-01-12,33,14,7,3.0,1.0
Nikola Vučević,2024-01-30,36,14,9,1.0,1.0
Nikola Vučević,2024-02-27,37,25,10,1.0,1.0
Nikola Vučević,2024-03-06,31,23,12,1.0,1.0
Nikola Vučević,2024-03-13,43,12,12,1.0,1.0
Nikola Vučević,2024-03-31,33,19,8,2.0,1.0
Paolo Banchero,2023-10-30,30,9,5,2.0,1.0
Paolo Banchero,2023-11-14,35,19,6,2.0,1.0
Paolo Banchero,2023-11-21,32,25,5,3.0,1.0
Paolo Banchero,2023-12-01,38,28,13,2.0,1.0
Paolo Banchero,2023-12-20,34,10,8,3.0,1.0
Paolo Banchero,2023-12-26,38,24,3,3.0,1.0
Paolo Banchero,2024-01-02,34,27,12,5.0,1.0
Paolo Banchero,2024-01-12,36,25,8,4.0,1.0
Paolo Banchero,2024-01-21,31,20,10,2.0,1.0
Paolo Banchero,2024-01-28,36,26,4,2.0,1.0
Paolo Banchero,2024-02-13,35,23,6,4.0,1.0
Paolo Banchero,2024-03-05,33,22,5,5.0,1.0
Paolo Banchero,2024-03-29,38,23,8,7.0,1.0
Paolo Banchero,2024-04-09,36,21,7,4.0,1.0
Pascal Siakam,2023-10-27,41,18,8,3.0,1.0
Pascal Siakam,2023-11-01,33,26,6,3.0,1.0
Pascal Siakam,2023-11-21,30,16,2,2.0,1.0
Pascal Siakam,2023-11-28,35,17,10,2.0,1.0
Pascal Siakam,2023-12-22,36,31,5,2.0,1.0
Pascal Siakam,2023-12-29,41,27,5,1.0,1.0
Pascal Siakam,2024-01-25,30,26,13,2.0,1.0
Pascal Siakam,2024-02-01,35,18,7,5.0,1.0
Pascal Siakam,2024-02-25,29,12,9,0.0,1.0
Pascal Siakam,2024-03-12,32,18,11,0.0,1.0
Pascal Siakam,2024-03-24,33,36,12,1.0,1.0
Paul George,2023-10-31,33,27,7,3.0,1.0
Paul George,2023-11-24,39,34,8,2.0,1.0
Paul George,2023-11-29,40,19,3,1.0,1.0
Paul George,2023-12-11,41,20,8,1.0,1.0
Paul George,2024-01-07,38,22,4,3.0,1.0
Paul George,2024-01-26,28,21,2,2.0,1.0
Paul George,2024-02-04,33,15,7,4.0,1.0
Paul George,2024-02-22,36,14,7,0.0,1.0
Paul George,2024-03-03,34,15,4,3.0,1.0
Paul George,2024-03-14,35,28,5,1.0,1.0
Paul George,2024-03-24,34,18,3,5.0,1.0
Paul George,2024-04-04,37,28,4,3.0,1.0
Precious Achiuwa,2023-10-27,23,8,9,3.0,1.0
Precious Achiuwa,2023-11-28,10,1,3,1.0,1.0
Precious Achiuwa,2023-12-22,16,4,6,1.0,1.0
Precious Achiuwa,2024-01-05,13,5,3,1.0,1.0
Precious Achiuwa,2024-01-17,6,0,4,0.0,1.0
Precious Achiuwa,2024-01-29,33,9,5,0.0,1.0
Precious Achiuwa,2024-02-26,34,4,11,2.0,1.0
Precious Achiuwa,2024-04-04,9,0,3,1.0,1.0
Precious Achiuwa,2024-04-11,16,2,5,1.0,1.0
RJ Barrett,2023-10-27,34,26,3,3.0,1.0
RJ Barrett,2023-11-30,24,15,1,2.0,1.0
RJ Barrett,2023-12-15,29,21,2,1.0,1.0
RJ Barrett,2024-01-09,35,23,10,3.0,1.0
RJ Barrett,2024-01-17,36,26,8,0.0,1.0
RJ Barrett,2024-02-09,36,21,5,2.0,1.0
Rudy Gobert,2023-11-14,35,9,13,2.0,1.0
Rudy Gobert,2023-12-20,24,8,9,0.0,1.0
Rudy Gobert,2024-01-17,38,19,16,1.0,1.0
Rudy Gobert,2024-01-24,35,19,16,0.0,1.0
Rudy Gobert,2024-02-12,33,17,11,2.0,1.0
Rudy Gobert,2024-02-27,39,13,17,1.0,1.0
Rudy Gobert,2024-03-03,40,12,16,1.0,1.0
Rudy Gobert,2024-03-07,40,18,14,2.0,1.0
Rudy Gobert,2024-04-02,35,12,14,1.0,1.0
Rudy Gobert,2024-04-09,38,19,16,1.0,1.0
Russell Westbrook,2023-10-31,33,18,6,3.0,1.0
Russell Westbrook,2023-11-24,14,3,4,0.0,1.0
Russell Westbrook,2023-11-29,19,9,5,1.0,1.0
Russell Westbrook,2023-12-11,16,12,2,4.0,1.0
Russell Westbrook,2023-12-20,23,10,6,2.0,1.0
Russell Westbrook,2024-01-07,19,7,1,0.0,1.0
Russell Westbrook,2024-01-26,26,20,5,0.0,1.0
Russell Westbrook,2024-02-04,15,5,1,3.0,1.0
Russell Westbrook,2024-02-22,16,2,1,1.0,1.0
Russell Westbrook,2024-04-04,24,12,6,2.0,1.0
Saddiq Bey,2023-10-29,31,13,9,1.0,1.0
Saddiq Bey,2023-11-14,27,19,4,1.0,1.0
Saddiq Bey,2023-11-21,31,12,10,0.0,1.0
Saddiq Bey,2023-11-25,32,13,9,1.0,1.0
Saddiq Bey,2023-12-15,37,10,10,1.0,1.0
Saddiq Bey,2023-12-22,40,16,10,2.0,1.0
Saddiq Bey,2024-02-09,34,18,11,0.0,1.0
Saddiq Bey,2024-03-05,36,17,9,1.0,1.0
Scoot Henderson,2023-10-29,27,4,1,4.0,1.0
Scoot Henderson,2023-11-26,27,13,4,2.0,1.0
Scoot Henderson,2023-12-16,24,13,3,3.0,1.0
Scoot Henderson,2023-12-28,36,25,3,6.0,1.0
Scoot Henderson,2024-01-11,31,13,6,3.0,1.0
Scoot Henderson,2024-01-23,26,19,4,1.0,1.0
Scoot Henderson,2024-01-28,22,4,4,2.0,1.0
Scoot Henderson,2024-03-13,17,2,1,3.0,1.0
Scoot Henderson,2024-03-22,35,24,4,4.0,1.0
Scoot Henderson,2024-04-11,40,18,3,9.0,1.0
Scottie Barnes,2023-10-27,39,22,10,7.0,1.0
Scottie Barnes,2023-11-01,29,21,12,3.0,1.0
Scottie Barnes,2023-11-21,30,14,8,5.0,1.0
Scottie Barnes,2023-11-28,36,17,11,1.0,1.0
Scottie Barnes,2023-12-22,35,12,7,3.0,1.0
Scottie Barnes,2023-12-29,38,30,10,2.0,1.0
Scottie Barnes,2024-01-09,40,26,3,2.0,1.0
Scottie Barnes,2024-01-17,34,20,5,5.0,1.0
Scottie Barnes,2024-02-04,48,19,7,3.0,1.0
Scottie Barnes,2024-02-09,35,13,10,1.0,1.0
Scottie Barnes,2024-02-22,31,18,12,4.0,1.0
Shai Gilgeous-Alexander,2023-10-29,28,7,4,0.0,1.0
Shai Gilgeous-Alexander,2023-11-18,41,40,7,3.0,1.0
Shai Gilgeous-Alexander,2023-12-26,33,34,6,3.0,1.0
Shai Gilgeous-Alexander,2024-01-02,37,36,6,0.0,1.0
Shai Gilgeous-Alexander,2024-01-10,34,28,2,3.0,1.0
Shai Gilgeous-Alexander,2024-01-15,34,24,3,3.0,1.0
Shai Gilgeous-Alexander,2024-01-23,35,33,6,3.0,1.0
Shai Gilgeous-Alexander,2024-01-28,29,31,5,3.0,1.0
Shai Gilgeous-Alexander,2024-02-10,29,25,6,3.0,1.0
Shai Gilgeous-Alexander,2024-02-22,35,31,4,2.0,1.0
Shai Gilgeous-Alexander,2024-03-03,38,35,8,1.0,1.0
Shai Gilgeous-Alexander,2024-04-09,38,40,7,5.0,1.0
Stephen Curry,2023-10-29,31,24,7,1.0,1.0
Stephen Curry,2023-11-05,31,28,2,6.0,1.0
Stephen Curry,2023-11-11,33,30,3,4.0,1.0
Stephen Curry,2023-12-16,35,37,3,3.0,1.0
Stephen Curry,2023-12-22,27,30,4,2.0,1.0
Stephen Curry,2024-01-04,35,30,4,2.0,1.0
Stephen Curry,2024-01-24,31,25,3,1.0,1.0
Stephen Curry,2024-02-02,32,20,6,3.0,1.0
Stephen Curry,2024-02-07,25,9,3,4.0,1.0
Stephen Curry,2024-02-14,35,41,4,4.0,1.0
Stephen Curry,2024-02-22,32,32,1,1.0,1.0
Stephen Curry,2024-02-29,32,31,11,3.0,1.0
Stephen Curry,2024-03-06,31,29,8,2.0,1.0
Stephen Curry,2024-03-26,31,17,2,1.0,1.0
Stephen Curry,2024-04-04,31,29,6,3.0,1.0
Stephen Curry,2024-04-11,36,22,7,2.0,1.0
Terry Rozier,2023-12-15,39,30,4,2.0,1.0
Terry Rozier,2023-12-28,32,18,6,4.0,1.0
Terry Rozier,2024-01-19,34,17,6,3.0,1.0
Terry Rozier,2024-01-24,29,9,4,3.0,1.0
Terry Rozier,2024-02-06,31,18,6,1.0,1.0
Terry Rozier,2024-03-07,40,27,6,0.0,1.0
Terry Rozier,2024-03-17,36,17,6,0.0,1.0
Terry Rozier,2024-04-04,33,22,2,3.0,1.0
Tobias Harris,2023-10-28,36,15,2,2.0,1.0
Tobias Harris,2023-11-14,37,22,7,1.0,1.0
Tobias Harris,2023-11-21,43,23,2,0.0,1.0
Tobias Harris,2023-12-15,24,13,7,2.0,1.0
Tobias Harris,2023-12-29,35,22,4,3.0,1.0
Tobias Harris,2024-01-15,31,10,3,1.0,1.0
Tobias Harris,2024-01-19,35,12,6,0.0,1.0
Tobias Harris,2024-01-29,20,9,4,0.0,1.0
Tobias Harris,2024-02-09,39,21,6,1.0,1.0
Tobias Harris,2024-02-22,27,7,4,0.0,1.0
Tobias Harris,2024-03-05,37,18,9,2.0,1.0
Tobias Harris,2024-03-24,38,24,4,3.0,1.0
Trae Young,2023-10-29,32,20,3,3.0,1.0
Trae Young,2023-11-21,39,38,1,3.0,1.0
Trae Young,2023-11-25,30,26,6,2.0,1.0
Trae Young,2023-12-15,36,38,5,8.0,1.0
Trae Young,2023-12-22,40,30,3,6.0,1.0
Trae Young,2024-01-12,30,13,3,5.0,1.0
Trae Young,2024-02-02,42,32,1,7.0,1.0
Trae Young,2024-02-09,40,37,1,7.0,1.0
Tyrese Haliburton,2023-11-03,34,18,2,4.0,1.0
Tyrese Haliburton,2023-11-08,31,16,6,2.0,1.0
Tyrese Haliburton,2023-11-21,39,37,5,6.0,1.0
Tyrese Haliburton,2023-12-20,28,19,3,4.0,1.0
Tyrese Haliburton,2024-01-05,25,10,8,2.0,1.0
Tyrese Haliburton,2024-02-01,22,15,4,1.0,1.0
Tyrese Haliburton,2024-02-25,31,17,3,1.0,1.0
Tyrese Haliburton,2024-03-12,36,18,4,4.0,1.0
Tyrese Haliburton,2024-03-24,33,12,6,1.0,1.0
Tyrese Maxey,2023-10-28,41,34,6,1.0,1.0
Tyrese Maxey,2023-11-14,38,27,4,4.0,1.0
Tyrese Maxey,2023-11-21,47,30,4,1.0,1.0
Tyrese Maxey,2023-12-15,27,19,1,1.0,1.0
Tyrese Maxey,2023-12-29,41,42,4,1.0,1.0
Tyrese Maxey,2024-01-05,36,27,4,1.0,1.0
Tyrese Maxey,2024-01-15,35,27,1,2.0,1.0
Tyrese Maxey,2024-01-19,34,32,3,2.0,1.0
Tyrese Maxey,2024-02-22,40,35,6,4.0,1.0
Tyrese Maxey,2024-03-24,44,24,1,0.0,1.0
Tyrese Maxey,2024-04-06,25,7,1,0.0,1.0
Victor Wembanyama,2023-11-05,38,20,9,2.0,1.0
Victor Wembanyama,2023-11-17,30,27,9,4.0,1.0
Victor Wembanyama,2024-01-26,29,23,12,7.0,1.0
Victor Wembanyama,2024-02-02,28,16,14,6.0,1.0
Victor Wembanyama,2024-02-07,28,18,13,3.0,1.0
Victor Wembanyama,2024-02-22,31,19,13,1.0,1.0
Victor Wembanyama,2024-03-11,31,27,14,3.0,1.0
Victor Wembanyama,2024-03-22,33,31,16,7.0,1.0
Walker Kessler,2023-10-27,21,7,4,0.0,1.0
Walker Kessler,2023-11-01,18,4,4,0.0,1.0
Walker Kessler,2023-11-29,28,9,8,1.0,1.0
Walker Kessler,2023-12-13,23,9,9,2.0,1.0
Walker Kessler,2023-12-20,30,10,5,2.0,1.0
Walker Kessler,2024-01-05,14,4,7,0.0,1.0
Walker Kessler,2024-01-12,20,12,6,0.0,1.0
Walker Kessler,2024-01-29,19,11,7,0.0,1.0
Walker Kessler,2024-02-14,28,12,7,2.0,1.0
Walker Kessler,2024-03-15,26,6,9,2.0,1.0
Walker Kessler,2024-03-20,23,4,8,2.0,1.0
Zion Williamson,2023-12-01,26,12,4,1.0,1.0
Zion Williamson,2024-01-02,26,10,3,4.0,1.0
Zion Williamson,2024-02-22,35,27,3,3.0,1.0
Zion Williamson,2024-02-27,29,21,5,6.0,1.0
Zion Williamson,2024-03-15,35,34,7,3.0,1.0
Zion Williamson,2024-03-21,29,20,7,8.0,1.0
Zion Williamson,2024-04-11,31,31,4,4.0,1.0
