PLAYER NAME,DATE,MIN,PTS,REB,TOV
Jayson Tatum,2/4/2024,31,34,8,2.0
Jayson Tatum,2/1/2024,37,23,7,2.0
Jayson Tatum,1/30/2024,39,30,7,2.0
Jayson Tatum,1/29/2024,38,28,10,7.0
Jayson Tatum,1/27/2024,30,21,11,3.0
Jayson Tatum,1/25/2024,32,26,8,1.0
Jayson Tatum,1/22/2024,41,39,11,0.0
Jayson Tatum,1/21/2024,35,18,7,2.0
Jayson Tatum,1/19/2024,39,22,8,0.0
Jayson Tatum,1/17/2024,32,24,5,2.0
Jayson Tatum,1/15/2024,37,19,14,1.0
Jayson Tatum,1/13/2024,30,27,8,2.0
Jayson Tatum,1/11/2024,16,7,1,1.0
Jayson Tatum,1/10/2024,42,45,4,1.0
Jayson Tatum,1/6/2024,38,38,13,4.0
Jayson Tatum,1/5/2024,25,30,9,1.0
Jayson Tatum,1/2/2024,38,30,13,4.0
Jayson Tatum,12/31/2023,31,25,6,3.0
Jayson Tatum,12/28/2023,43,31,7,3.0
Jayson Tatum,12/25/2023,41,25,8,1.0
Jayson Tatum,12/23/2023,30,30,4,2.0
Jayson Tatum,12/19/2023,41,15,8,0.0
Jayson Tatum,12/17/2023,31,23,8,1.0
Jayson Tatum,12/15/2023,39,30,6,2.0
Jayson Tatum,12/14/2023,36,27,11,3.0
Jayson Tatum,12/12/2023,41,25,10,4.0
Jayson Tatum,12/8/2023,39,25,6,0.0
Jayson Tatum,12/4/2023,37,32,12,2.0
Jayson Tatum,12/1/2023,27,21,7,7.0
Jayson Tatum,11/28/2023,36,21,7,4.0
Jayson Tatum,11/26/2023,39,34,9,6.0
Jayson Tatum,11/24/2023,39,26,5,2.0
Jayson Tatum,11/22/2023,36,23,11,2.0
Jayson Tatum,11/20/2023,44,45,13,3.0
Jayson Tatum,11/19/2023,35,20,9,8.0
Jayson Tatum,11/17/2023,37,17,7,3.0
Jayson Tatum,11/15/2023,39,29,8,3.0
Jayson Tatum,11/13/2023,39,35,6,3.0
Jayson Tatum,11/11/2023,34,27,5,1.0
Jayson Tatum,11/10/2023,33,23,10,2.0
Jayson Tatum,11/8/2023,37,16,15,2.0
Jayson Tatum,11/6/2023,43,32,5,6.0
Jayson Tatum,11/4/2023,41,32,11,3.0
Jayson Tatum,11/1/2023,27,30,12,2.0
Jayson Tatum,10/30/2023,28,33,6,2.0
Jayson Tatum,10/27/2023,41,22,8,2.0
Jayson Tatum,10/25/2023,39,34,11,4.0
De'Aaron Fox,4/14/2024,26,24,2,1.0
De'Aaron Fox,4/12/2024,41,23,5,2.0
De'Aaron Fox,4/11/2024,41,33,5,6.0
