PLAYER NAME,DATE,TM,GAME,OPP,SCORE,MIN,PTS,REB,AST,STL,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TS%,OREB,DREB,TOV,PF,PLUS/MINUS
Jarrett Allen,"Fri
11/3",CLE,@,IND,"L
116-121",21,10,7,0,1,2,4,6,66.7,0,0,,2,3,66.7,68.3,2,5,1,4,-1
Jarrett Allen,"Fri
12/29",CLE,vs,MIL,"L
111-119",40,30,12,6,0,2,15,17,88.2,0,0,,0,0,,88.2,3,9,0,2,-12
Jarrett Allen,"Wed
12/27",CLE,@,DAL,"W
113-110",35,24,23,6,2,0,9,17,52.9,0,0,,6,6,100.0,61.1,9,14,4,1,=+14
Jarrett Allen,"Sat
12/23",CLE,@,CHI,"W
109-95",35,19,17,7,1,1,6,9,66.7,0,1,0.0,7,10,70.0,70.9,8,9,0,0,=+6
Jarrett Allen,"Thu
12/21",CLE,vs,NOP,"L
104-123",27,14,7,3,1,0,7,8,87.5,0,0,,0,0,,87.5,1,6,1,0,-6
Jarrett Allen,"Wed
12/20",CLE,vs,UTA,"W
124-116",30,17,8,3,2,0,8,13,61.5,0,0,,1,2,50.0,61.2,3,5,2,1,-4
Jarrett Allen,"Mon
12/18",CLE,vs,HOU,"W
135-130",29,10,6,2,0,2,3,7,42.9,0,0,,4,7,57.1,49.6,2,4,1,5,-4
Jarrett Allen,"Sat
12/16",CLE,vs,ATL,"W
127-119",35,25,14,1,2,1,12,14,85.7,0,0,,1,1,100.0,86.6,4,10,4,1,=+5
Jarrett Allen,"Thu
12/14",CLE,@,BOS,"L
107-116",39,8,10,3,0,0,4,7,57.1,0,0,,0,0,,57.1,1,9,3,1,-1
Jarrett Allen,"Tue
12/12",CLE,@,BOS,"L
113-120",37,14,5,5,3,2,6,9,66.7,0,0,,2,5,40.0,62.5,2,3,2,4,=+4
Jarrett Allen,"Mon
12/11",CLE,@,ORL,"L
94-104",15,4,7,1,1,0,2,3,66.7,0,0,,0,0,,66.7,2,5,1,6,-15
Jarrett Allen,"Fri
12/8",CLE,@,MIA,"W
111-99",25,6,9,1,1,0,3,9,33.3,0,0,,0,2,0.0,30.4,2,7,0,2,-2
Jarrett Allen,"Wed
12/6",CLE,vs,ORL,"W
121-111",19,8,11,2,1,0,4,5,80.0,0,0,,0,0,,80.0,2,9,4,5,=+2
Jarrett Allen,"Sat
12/2",CLE,@,DET,"W
110-101",34,19,11,3,1,0,8,9,88.9,0,0,,3,5,60.0,84.8,5,6,2,2,=+4
Jarrett Allen,"Wed
1/31",CLE,vs,DET,"W
128-121",30,14,11,0,1,1,7,10,70.0,0,0,,0,0,,70.0,5,6,1,2,=+19
Jarrett Allen,"Mon
1/29",CLE,vs,LAC,"W
118-108",36,20,17,3,1,1,6,9,66.7,0,0,,8,11,72.7,72.3,4,13,3,3,=+11
Jarrett Allen,"Fri
1/26",CLE,@,MIL,"W
112-100",36,24,14,1,1,2,9,20,45.0,0,0,,6,7,85.7,52.0,8,6,4,4,=+12
Jarrett Allen,"Wed
1/24",CLE,@,MIL,"L
116-126",32,21,12,5,0,0,10,19,52.6,0,0,,1,2,50.0,52.8,4,8,1,0,-17
Jarrett Allen,"Mon
1/22",CLE,@,ORL,"W
126-99",27,14,11,4,0,2,6,8,75.0,0,0,,2,4,50.0,71.7,5,6,2,2,=+21
Jarrett Allen,"Sat
1/20",CLE,@,ATL,"W
116-95",33,14,11,2,3,3,6,8,75.0,0,0,,2,2,100.0,78.8,1,10,4,2,=+7
Jarrett Allen,"Wed
1/17",CLE,vs,MIL,"W
135-95",26,21,13,3,0,1,9,15,60.0,0,0,,3,3,100.0,64.3,3,10,1,0,=+37
Jarrett Allen,"Mon
1/15",CLE,vs,CHI,"W
109-91",34,10,14,3,2,1,4,5,80.0,0,0,,2,2,100.0,85.0,5,9,2,1,=+32
Jarrett Allen,"Thu
1/11",CLE,vs,BKN,"W
111-102",38,12,12,4,2,4,3,5,60.0,0,0,,6,6,100.0,78.5,3,9,1,5,=+6
Jarrett Allen,"Sun
1/7",CLE,vs,SAS,"W
117-115",31,29,16,2,1,1,11,19,57.9,0,0,,7,7,100.0,65.7,5,11,1,3,-10
Jarrett Allen,"Fri
1/5",CLE,vs,WAS,"W
114-90",29,12,12,3,2,1,5,7,71.4,0,0,,2,2,100.0,76.1,6,6,4,2,=+16
Jarrett Allen,"Wed
1/3",CLE,vs,WAS,"W
140-101",29,17,19,7,0,2,7,10,70.0,0,0,,3,4,75.0,72.3,7,12,1,0,=+27
Jarrett Allen,"Mon
1/1",CLE,@,TOR,"L
121-124",34,16,11,4,1,0,5,11,45.5,0,0,,6,8,75.0,55.1,3,8,0,4,-3
Jarrett Allen,"Wed
2/28",CLE,@,CHI,"L
123-132",34,11,4,4,1,2,5,12,41.7,0,0,,1,2,50.0,42.7,1,3,0,3,-13
Jarrett Allen,"Tue
2/27",CLE,vs,DAL,"W
121-119",33,19,9,0,0,1,7,9,77.8,0,0,,5,6,83.3,81.6,4,5,1,0,-12
Jarrett Allen,"Sun
2/25",CLE,@,WAS,"W
114-105",37,22,12,5,0,1,11,18,61.1,0,0,,0,2,0.0,58.3,2,10,1,3,=+15
Jarrett Allen,"Fri
2/23",CLE,@,PHI,"L
97-104",36,24,9,0,0,1,10,16,62.5,0,0,,4,8,50.0,61.5,0,9,1,3,-4
Jarrett Allen,"Thu
2/22",CLE,vs,ORL,"L
109-116",34,18,10,1,2,0,6,10,60.0,0,0,,6,8,75.0,66.6,2,8,2,1,=+9
Jarrett Allen,"Wed
2/14",CLE,vs,CHI,"W
108-105",35,13,10,3,1,1,6,9,66.7,0,1,0.0,1,2,50.0,65.8,1,9,0,1,=+9
Jarrett Allen,"Mon
2/12",CLE,vs,PHI,"L
121-123",37,21,10,3,0,1,9,13,69.2,0,0,,3,4,75.0,71.1,4,6,3,2,=+10
Jarrett Allen,"Sat
2/10",CLE,@,TOR,"W
119-95",30,18,15,2,0,1,9,12,75.0,0,1,0.0,0,2,0.0,69.9,6,9,1,2,=+4
Jarrett Allen,"Thu
2/8",CLE,@,BKN,"W
118-95",30,14,10,2,0,2,3,6,50.0,0,1,0.0,8,8,100.0,73.5,2,8,2,2,=+17
Jarrett Allen,"Wed
2/7",CLE,@,WAS,"W
114-106",37,12,9,2,0,2,5,12,41.7,0,1,0.0,2,4,50.0,43.6,3,6,3,1,-4
Jarrett Allen,"Mon
2/5",CLE,vs,SAC,"W
136-110",30,19,7,3,0,2,8,10,80.0,0,0,,3,4,75.0,80.8,1,6,0,1,=+22
Jarrett Allen,"Sat
2/3",CLE,@,SAS,"W
117-101",31,26,16,0,0,0,12,18,66.7,0,0,,2,2,100.0,68.9,4,12,1,1,=+26
Jarrett Allen,"Thu
2/1",CLE,@,MEM,"W
108-101",21,14,9,2,0,3,6,13,46.2,0,0,,2,4,50.0,47.4,2,7,2,1,=+6
Jarrett Allen,"Sun
3/31",CLE,@,DEN,"L
101-130",27,19,4,1,0,1,9,15,60.0,0,0,,1,2,50.0,59.8,0,4,2,2,-24
Jarrett Allen,"Fri
3/29",CLE,vs,PHI,"W
117-114",26,13,11,2,0,0,6,9,66.7,0,0,,1,1,100.0,68.9,1,10,2,1,-6
Jarrett Allen,"Wed
3/27",CLE,@,CHA,"L
111-118",34,24,8,3,1,0,11,14,78.6,0,0,,2,4,50.0,76.1,3,5,1,2,-6
Jarrett Allen,"Mon
3/25",CLE,vs,CHA,"W
115-92",33,17,13,4,1,0,7,9,77.8,0,0,,3,3,100.0,82.4,2,11,0,1,=+14
Jarrett Allen,"Sun
3/24",CLE,@,MIA,"L
84-121",22,9,4,3,0,0,3,7,42.9,0,0,,3,4,75.0,51.4,0,4,2,1,-17
Jarrett Allen,"Fri
3/22",CLE,@,MIN,"L
91-104",33,15,13,5,0,1,5,10,50.0,0,0,,5,6,83.3,59.3,5,8,0,1,-18
Jarrett Allen,"Wed
3/20",CLE,vs,MIA,"L
104-107",39,25,20,3,0,0,10,13,76.9,0,0,,5,6,83.3,79.9,2,18,2,2,=+4
Jarrett Allen,"Mon
3/18",CLE,@,IND,"W
108-103",34,23,9,1,1,1,8,12,66.7,0,0,,7,8,87.5,74.1,0,9,1,0,-3
Jarrett Allen,"Sat
3/16",CLE,@,HOU,"L
103-117",26,10,7,0,0,3,4,7,57.1,0,0,,2,2,100.0,63.5,0,7,3,2,-14
Jarrett Allen,"Wed
3/13",CLE,@,NOP,"W
116-95",32,17,10,1,0,2,8,13,61.5,0,0,,1,2,50.0,61.2,2,8,1,1,=+4
Jarrett Allen,"Mon
3/11",CLE,vs,PHX,"L
111-117",38,15,10,2,1,0,5,7,71.4,0,0,,5,6,83.3,77.8,4,6,1,3,-4
Jarrett Allen,"Sun
3/10",CLE,vs,BKN,"L
101-120",29,15,9,3,0,2,6,11,54.5,0,0,,3,4,75.0,58.8,2,7,1,2,-2
Jarrett Allen,"Fri
3/8",CLE,vs,MIN,"W
113-104",46,33,18,3,2,2,9,19,47.4,0,0,,15,21,71.4,58.4,5,13,1,1,=+21
Jarrett Allen,"Wed
3/6",CLE,@,ATL,"L
101-112",37,18,19,3,0,1,7,11,63.6,0,0,,4,5,80.0,68.2,6,13,3,0,-1
Jarrett Allen,"Tue
3/5",CLE,vs,BOS,"W
105-104",35,21,12,2,0,1,9,16,56.3,0,0,,3,3,100.0,60.6,4,8,0,0,-4
Jarrett Allen,"Sun
3/3",CLE,vs,NYK,"L
98-107",36,18,7,6,1,1,8,13,61.5,0,0,,2,4,50.0,61.0,1,6,1,1,-5
Jarrett Allen,"Fri
3/1",CLE,@,DET,"W
110-100",35,9,15,2,1,1,1,7,14.3,0,0,,7,8,87.5,42.8,4,11,2,1,-4
Jarrett Allen,"Sun
4/14",CLE,vs,CHA,"L
110-120",23,14,7,2,2,0,7,7,100.0,0,0,,0,0,,100.0,1,6,3,1,=+9
Jarrett Allen,"Fri
4/12",CLE,vs,IND,"W
129-120",38,29,13,3,0,0,13,14,92.9,0,0,,3,8,37.5,82.8,3,10,2,2,=+8
Jarrett Allen,"Wed
4/10",CLE,vs,MEM,"W
110-98",34,16,10,5,0,3,7,13,53.8,0,1,0.0,2,2,100.0,57.6,6,4,1,1,-2
Jarrett Allen,"Sun
4/7",CLE,@,LAC,"L
118-120",35,17,10,1,1,1,6,12,50.0,0,0,,5,5,100.0,59.9,2,8,1,1,-1
Jarrett Allen,"Sat
4/6",CLE,@,LAL,"L
97-116",34,12,12,3,1,0,6,12,50.0,0,0,,0,0,,50.0,5,7,1,2,-5
Jarrett Allen,"Wed
4/3",CLE,@,PHX,"L
101-122",37,20,5,4,0,0,9,15,60.0,0,0,,2,2,100.0,63.0,3,2,0,2,-10
Jarrett Allen,"Tue
4/2",CLE,@,UTA,"W
129-113",33,21,12,5,1,0,8,11,72.7,0,0,,5,6,83.3,77.0,4,8,0,0,=+26
,,,,,,,,,,,,,,,,,,,,,,,,,,
Nic Claxton,"Wed
10/25",BKN,vs,CLE,"L
113-114",28,7,7,4,0,3,3,10,30.0,0,0,,1,1,100.0,33.5,4,3,0,1,-12
Nic Claxton,"Thu
11/30",BKN,vs,CHA,"L
128-129",29,20,14,2,1,2,9,13,69.2,0,0,,2,2,100.0,72.0,9,5,1,1,-7
Nic Claxton,"Tue
11/28",BKN,vs,TOR,"W
115-103",32,15,8,0,0,4,7,10,70.0,0,0,,1,4,25.0,63.8,2,6,0,1,=+20
Nic Claxton,"Sat
11/25",BKN,vs,MIA,"W
112-97",24,13,6,0,2,3,5,7,71.4,0,0,,3,4,75.0,74.2,2,4,0,1,=+3
Nic Claxton,"Wed
11/22",BKN,@,ATL,"L
145-147",37,22,11,3,1,3,10,15,66.7,0,0,,2,2,100.0,69.3,7,4,2,6,-6
Nic Claxton,"Sun
11/19",BKN,vs,PHI,"L
99-121",23,10,9,1,0,1,5,6,83.3,0,0,,0,3,0.0,68.3,0,9,2,3,-17
Nic Claxton,"Thu
11/16",BKN,@,MIA,"L
115-122",26,16,6,2,1,3,7,7,100.0,0,0,,2,4,50.0,91.3,1,5,1,2,-7
Nic Claxton,"Tue
11/14",BKN,vs,ORL,"W
124-104",21,8,6,0,1,2,3,5,60.0,0,0,,2,2,100.0,68.0,2,4,1,4,=+20
Nic Claxton,"Sun
11/12",BKN,vs,WAS,"W
102-94",28,10,13,2,0,4,5,7,71.4,0,0,,0,0,,71.4,4,9,0,2,=+8
Nic Claxton,"Sun
12/31",BKN,@,OKC,"L
108-124",37,15,16,5,1,1,5,11,45.5,0,0,,5,10,50.0,48.7,6,10,0,2,-21
Nic Claxton,"Fri
12/29",BKN,@,WAS,"L
104-110",30,11,12,2,0,3,4,10,40.0,0,0,,3,5,60.0,45.1,4,8,1,0,=+7
Nic Claxton,"Tue
12/26",BKN,@,DET,"W
118-112",26,11,11,2,0,3,5,5,100.0,0,0,,1,3,33.3,87.0,2,9,0,2,-9
Nic Claxton,"Sat
12/23",BKN,vs,DET,"W
126-115",30,11,7,2,2,2,4,8,50.0,0,0,,3,4,75.0,56.4,2,5,2,2,=+5
Nic Claxton,"Fri
12/22",BKN,vs,DEN,"L
117-122",28,10,16,6,0,3,4,8,50.0,0,0,,2,4,50.0,51.2,1,15,1,1,-10
Nic Claxton,"Wed
12/20",BKN,vs,NYK,"L
102-121",26,6,8,2,0,4,3,5,60.0,0,0,,0,0,,60.0,4,4,0,5,-21
Nic Claxton,"Mon
12/18",BKN,@,UTA,"L
108-125",26,11,7,0,0,4,4,5,80.0,0,0,,3,4,75.0,81.4,2,5,3,3,-18
Nic Claxton,"Sat
12/16",BKN,@,GSW,"L
120-124",33,19,12,1,0,4,8,12,66.7,0,0,,3,3,100.0,71.3,5,7,2,1,-5
Nic Claxton,"Thu
12/14",BKN,@,DEN,"L
101-124",17,10,9,2,0,0,5,9,55.6,0,0,,0,0,,55.6,1,8,2,5,-16
Nic Claxton,"Wed
12/13",BKN,@,PHX,"W
116-112",33,14,7,1,0,1,6,10,60.0,1,1,100.0,1,2,50.0,64.3,0,7,0,4,-6
Nic Claxton,"Mon
12/11",BKN,@,SAC,"L
118-131",26,8,10,0,0,3,3,6,50.0,0,0,,2,2,100.0,58.1,4,6,0,2,-24
Nic Claxton,"Fri
12/8",BKN,vs,WAS,"W
124-97",26,13,15,0,0,2,6,8,75.0,0,0,,1,2,50.0,73.2,4,11,1,3,=+15
Nic Claxton,"Wed
12/6",BKN,@,ATL,"W
114-113",28,4,10,4,1,1,1,5,20.0,0,0,,2,4,50.0,29.6,2,8,0,1,-5
Nic Claxton,"Sat
12/2",BKN,vs,ORL,"W
129-101",24,6,7,1,0,1,3,4,75.0,0,0,,0,0,,75.0,4,3,1,4,=+3
Nic Claxton,"Wed
1/31",BKN,vs,PHX,"L
120-136",30,12,9,4,1,0,6,12,50.0,0,0,,0,0,,50.0,1,8,1,3,-11
Nic Claxton,"Mon
1/29",BKN,vs,UTA,"W
147-114",26,11,10,2,1,3,5,11,45.5,0,0,,1,1,100.0,48.1,4,6,2,1,=+2
Nic Claxton,"Sat
1/27",BKN,vs,HOU,"W
106-104",37,10,13,4,1,1,5,7,71.4,0,1,0.0,0,4,0.0,57.1,1,12,3,5,-7
Nic Claxton,"Thu
1/25",BKN,vs,MIN,"L
94-96",39,16,11,4,2,2,8,10,80.0,0,0,,0,0,,80.0,2,9,0,2,=+2
Nic Claxton,"Tue
1/23",BKN,vs,NYK,"L
103-108",39,8,17,1,2,1,4,9,44.4,0,0,,0,0,,44.4,6,11,3,1,-6
Nic Claxton,"Sun
1/21",BKN,@,LAC,"L
114-125",31,16,6,3,1,2,7,10,70.0,0,1,0.0,2,4,50.0,68.0,2,4,0,5,-9
Nic Claxton,"Fri
1/19",BKN,@,LAL,"W
130-112",33,22,14,1,1,2,11,16,68.8,0,0,,0,0,,68.8,2,12,0,3,=+8
Nic Claxton,"Wed
1/17",BKN,@,POR,"L
103-105",32,12,12,0,3,1,4,5,80.0,0,0,,4,10,40.0,63.8,2,10,1,3,-4
Nic Claxton,"Mon
1/15",BKN,vs,MIA,"L
95-96",43,9,13,2,0,2,4,9,44.4,0,0,,1,1,100.0,47.7,2,11,1,1,-4
Nic Claxton,"Thu
1/11",BKN,@,CLE,"L
102-111",33,13,11,1,1,0,6,9,66.7,0,0,,1,2,50.0,65.8,3,8,4,3,0
Nic Claxton,"Sun
1/7",BKN,vs,POR,"L
127-134",36,16,11,3,2,4,8,8,100.0,0,0,,0,2,0.0,90.1,2,9,5,5,-2
Nic Claxton,"Fri
1/5",BKN,vs,OKC,"W
124-115",34,23,13,3,1,0,8,11,72.7,0,0,,7,10,70.0,74.7,8,5,3,1,=+5
Nic Claxton,"Wed
1/3",BKN,@,HOU,"L
101-112",28,12,13,0,1,2,6,8,75.0,0,0,,0,0,,75.0,5,8,1,5,-8
Nic Claxton,"Tue
1/2",BKN,@,NOP,"L
85-112",23,8,3,1,0,2,4,7,57.1,0,0,,0,0,,57.1,0,3,0,1,-19
Nic Claxton,"Thu
2/29",BKN,vs,ATL,"W
124-97",28,5,8,2,0,1,1,6,16.7,0,0,,3,4,75.0,32.2,2,6,0,1,=+12
Nic Claxton,"Tue
2/27",BKN,@,ORL,"L
81-108",27,10,5,1,0,0,4,6,66.7,0,0,,2,4,50.0,64.4,2,3,2,3,-19
Nic Claxton,"Mon
2/26",BKN,@,MEM,"W
111-86",21,10,4,3,1,3,5,5,100.0,0,0,,0,0,,100.0,0,4,1,4,=+13
Nic Claxton,"Sat
2/24",BKN,@,MIN,"L
86-101",30,12,7,3,0,1,6,12,50.0,0,0,,0,0,,50.0,3,4,1,2,-7
Nic Claxton,"Thu
2/22",BKN,@,TOR,"L
93-121",32,6,10,3,2,0,3,5,60.0,0,0,,0,0,,60.0,2,8,2,2,-24
Nic Claxton,"Wed
2/14",BKN,@,BOS,"L
86-136",21,6,8,3,0,0,3,6,50.0,0,0,,0,0,,50.0,2,6,1,0,-26
Nic Claxton,"Tue
2/13",BKN,vs,BOS,"L
110-118",28,10,8,1,0,2,4,5,80.0,0,0,,2,4,50.0,74.0,2,6,1,4,-21
Nic Claxton,"Sat
2/10",BKN,vs,SAS,"W
123-103",27,20,11,0,1,2,10,15,66.7,0,1,0.0,0,0,,66.7,3,8,0,3,=+12
Nic Claxton,"Thu
2/8",BKN,vs,CLE,"L
95-118",25,6,7,1,0,1,3,10,30.0,0,0,,0,0,,30.0,2,5,2,4,-18
Nic Claxton,"Tue
2/6",BKN,vs,DAL,"L
107-119",35,9,11,2,0,5,3,9,33.3,0,0,,3,3,100.0,43.6,2,9,2,3,-15
Nic Claxton,"Mon
2/5",BKN,vs,GSW,"L
98-109",32,15,5,1,0,7,7,9,77.8,0,0,,1,2,50.0,75.9,2,3,0,1,-8
Nic Claxton,"Sat
2/3",BKN,@,PHI,"W
136-121",26,12,15,4,0,4,4,4,100.0,0,0,,4,6,66.7,90.4,3,12,1,1,=+17
Nic Claxton,"Sun
3/31",BKN,vs,LAL,"L
104-116",26,10,6,2,4,0,5,7,71.4,0,0,,0,1,0.0,67.2,3,3,3,3,-14
Nic Claxton,"Fri
3/29",BKN,vs,CHI,"W
125-108",37,11,13,4,0,2,4,12,33.3,0,0,,3,10,30.0,33.5,6,7,1,1,=+14
Nic Claxton,"Wed
3/27",BKN,@,WAS,"W
122-119",37,17,13,1,2,3,8,11,72.7,0,0,,1,1,100.0,74.3,4,9,1,3,-8
Nic Claxton,"Mon
3/25",BKN,@,TOR,"W
96-88",35,9,16,2,0,1,4,5,80.0,0,0,,1,2,50.0,76.5,5,11,3,4,=+14
Nic Claxton,"Sat
3/23",BKN,@,NYK,"L
93-105",31,5,9,2,1,2,2,5,40.0,0,0,,1,2,50.0,42.5,3,6,1,0,-8
Nic Claxton,"Thu
3/21",BKN,@,MIL,"L
108-115",34,22,9,1,2,0,9,12,75.0,0,0,,4,6,66.7,75.1,4,5,1,3,-17
Nic Claxton,"Tue
3/19",BKN,vs,NOP,"L
91-104",22,8,6,2,0,1,3,3,100.0,0,0,,2,2,100.0,103.1,2,4,1,3,-10
Nic Claxton,"Sun
3/17",BKN,@,SAS,"L
115-122",32,11,14,2,1,1,5,9,55.6,0,1,0.0,1,3,33.3,53.3,3,11,1,4,-9
Nic Claxton,"Sat
3/16",BKN,@,IND,"L
100-121",25,9,10,1,1,2,4,6,66.7,0,0,,1,3,33.3,61.5,2,8,0,2,-8
Nic Claxton,"Wed
3/13",BKN,@,ORL,"L
106-114",30,10,5,5,0,2,5,8,62.5,0,0,,0,0,,62.5,2,3,1,2,-4
Nic Claxton,"Sun
3/10",BKN,@,CLE,"W
120-101",28,16,10,3,1,0,7,10,70.0,0,0,,2,2,100.0,73.5,2,8,1,3,0
Nic Claxton,"Sat
3/9",BKN,@,CHA,"L
99-110",34,14,10,4,0,2,6,10,60.0,0,0,,2,3,66.7,61.8,4,6,3,3,-7
Nic Claxton,"Thu
3/7",BKN,@,DET,"L
112-118",34,15,10,2,1,3,5,8,62.5,0,0,,5,7,71.4,67.7,1,9,1,2,=+3
Nic Claxton,"Tue
3/5",BKN,vs,PHI,"W
112-107",33,17,10,2,0,4,6,8,75.0,0,0,,5,6,83.3,79.9,0,10,2,3,=+3
Nic Claxton,"Mon
3/4",BKN,vs,MEM,"L
102-106",33,21,6,2,0,1,8,10,80.0,0,0,,5,8,62.5,77.7,1,5,1,2,-4
Nic Claxton,"Sat
3/2",BKN,vs,ATL,"W
114-102",34,12,13,4,2,2,6,9,66.7,0,0,,0,2,0.0,60.7,1,12,2,2,=+13
Nic Claxton,"Sun
4/14",BKN,@,PHI,"L
86-107",20,6,8,1,0,0,3,6,50.0,0,0,,0,0,,50.0,1,7,3,3,-8
Nic Claxton,"Fri
4/12",BKN,@,NYK,"L
107-111",36,9,12,3,0,2,4,8,50.0,0,0,,1,4,25.0,46.1,5,7,1,3,-3
Nic Claxton,"Wed
4/10",BKN,vs,TOR,"W
106-102",33,14,11,4,0,5,6,7,85.7,0,0,,2,4,50.0,79.9,2,9,3,1,-7
Nic Claxton,"Sat
4/6",BKN,vs,DET,"W
113-103",30,5,9,3,0,3,2,4,50.0,0,0,,1,2,50.0,51.2,0,9,1,1,=+20
Nic Claxton,"Wed
4/3",BKN,vs,IND,"W
115-111",31,14,13,2,0,4,7,10,70.0,0,0,,0,2,0.0,64.3,4,9,3,2,=+18
Nic Claxton,"Mon
4/1",BKN,@,IND,"L
111-133",26,7,11,0,0,1,3,4,75.0,0,0,,1,4,25.0,60.8,1,10,2,2,-17
,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivica Zubac,"Tue
10/31",LAC,vs,ORL,"W
118-102",23,9,9,1,0,1,4,8,50.0,0,0,,1,2,50.0,50.7,2,7,1,1,=+19
Ivica Zubac,"Sun
10/29",LAC,vs,SAS,"W
123-83",22,16,8,0,0,1,6,7,85.7,0,0,,4,6,66.7,83.0,2,6,1,4,=+23
Ivica Zubac,"Fri
10/27",LAC,@,UTA,"L
118-120",19,6,2,0,0,2,3,6,50.0,0,0,,0,2,0.0,43.6,0,2,1,2,=+1
Ivica Zubac,"Wed
10/25",LAC,vs,POR,"W
123-111",26,20,12,0,0,4,8,10,80.0,0,0,,4,5,80.0,82.0,5,7,2,3,=+25
Ivica Zubac,"Thu
11/30",LAC,@,GSW,"L
114-120",27,18,13,0,0,1,7,11,63.6,0,0,,4,5,80.0,68.2,4,9,0,1,=+7
Ivica Zubac,"Wed
11/29",LAC,@,SAC,"W
131-117",30,14,8,3,0,3,7,12,58.3,0,0,,0,0,,58.3,3,5,0,1,=+23
Ivica Zubac,"Mon
11/27",LAC,vs,DEN,"L
104-113",32,23,14,1,0,1,9,15,60.0,0,0,,5,8,62.5,62.1,8,6,1,2,-6
Ivica Zubac,"Sat
11/25",LAC,vs,DAL,"W
107-88",23,11,14,1,0,0,5,8,62.5,0,0,,1,5,20.0,53.9,4,10,1,1,=+18
Ivica Zubac,"Fri
11/24",LAC,vs,NOP,"L
106-116",22,11,5,0,0,1,5,6,83.3,0,0,,1,1,100.0,85.4,3,2,4,4,-18
Ivica Zubac,"Wed
11/22",LAC,@,SAS,"W
109-102",26,12,8,1,0,0,5,7,71.4,0,0,,2,2,100.0,76.1,2,6,0,2,-4
Ivica Zubac,"Mon
11/20",LAC,@,SAS,"W
124-99",22,8,11,0,0,1,3,5,60.0,0,0,,2,2,100.0,68.0,2,9,1,0,=+4
Ivica Zubac,"Fri
11/17",LAC,vs,HOU,"W
106-100",35,12,7,2,0,2,6,8,75.0,0,0,,0,2,0.0,67.6,3,4,1,2,=+12
Ivica Zubac,"Tue
11/14",LAC,@,DEN,"L
108-111",26,9,13,3,0,1,2,8,25.0,0,0,,5,6,83.3,42.3,7,6,0,4,-3
Ivica Zubac,"Sun
11/12",LAC,vs,MEM,"L
101-105",23,6,6,1,1,0,2,4,50.0,0,0,,2,2,100.0,61.5,0,6,1,3,-5
Ivica Zubac,"Fri
11/10",LAC,@,DAL,"L
126-144",22,12,8,1,0,2,5,9,55.6,0,0,,2,4,50.0,55.8,5,3,1,3,=+1
Ivica Zubac,"Wed
11/8",LAC,@,BKN,"L
93-100",29,10,10,1,0,3,5,9,55.6,0,0,,0,0,,55.6,3,7,1,5,-11
Ivica Zubac,"Mon
11/6",LAC,@,NYK,"L
97-111",30,8,7,0,1,2,3,3,100.0,0,0,,2,4,50.0,84.0,4,3,5,3,-18
Ivica Zubac,"Wed
11/1",LAC,@,LAL,"L
125-130",29,7,9,0,0,0,3,8,37.5,0,0,,1,2,50.0,39.4,2,7,1,5,-6
Ivica Zubac,"Fri
12/29",LAC,vs,MEM,"W
117-106",33,15,20,1,0,1,7,8,87.5,0,0,,1,1,100.0,88.9,6,14,2,3,=+9
Ivica Zubac,"Tue
12/26",LAC,vs,CHA,"W
113-104",31,18,14,4,1,1,7,11,63.6,0,0,,4,8,50.0,62.0,5,9,2,3,=+13
Ivica Zubac,"Sat
12/23",LAC,vs,BOS,"L
108-145",27,16,10,0,0,1,7,9,77.8,0,0,,2,2,100.0,81.0,5,5,2,3,-28
Ivica Zubac,"Thu
12/21",LAC,@,OKC,"L
115-134",17,6,3,3,0,0,3,4,75.0,0,0,,0,0,,75.0,2,1,0,2,-3
Ivica Zubac,"Wed
12/20",LAC,@,DAL,"W
120-111",25,12,9,0,1,0,5,6,83.3,0,0,,2,2,100.0,87.2,2,7,1,2,0
Ivica Zubac,"Mon
12/18",LAC,@,IND,"W
151-127",26,18,16,3,0,3,7,10,70.0,0,0,,4,5,80.0,73.8,4,12,0,2,=+27
Ivica Zubac,"Sat
12/16",LAC,vs,NYK,"W
144-122",28,13,11,2,1,2,5,9,55.6,0,0,,3,4,75.0,60.4,4,7,0,2,=+29
Ivica Zubac,"Thu
12/14",LAC,vs,GSW,"W
121-113",30,10,8,2,0,2,5,10,50.0,0,0,,0,0,,50.0,3,5,3,5,-3
Ivica Zubac,"Tue
12/12",LAC,vs,SAC,"W
119-99",23,6,9,0,0,0,3,5,60.0,0,0,,0,1,0.0,55.1,0,9,1,4,=+17
Ivica Zubac,"Mon
12/11",LAC,vs,POR,"W
132-127",33,18,6,2,0,2,9,13,69.2,0,0,,0,0,,69.2,3,3,0,2,=+2
Ivica Zubac,"Fri
12/8",LAC,@,UTA,"W
117-103",42,18,12,3,0,2,9,15,60.0,0,0,,0,0,,60.0,5,7,1,5,=+13
Ivica Zubac,"Wed
12/6",LAC,vs,DEN,"W
111-102",27,10,9,0,2,1,4,7,57.1,0,0,,2,6,33.3,51.9,2,7,0,3,-6
Ivica Zubac,"Sat
12/2",LAC,vs,GSW,"W
113-112",23,12,7,1,0,3,6,6,100.0,0,0,,0,0,,100.0,1,6,3,4,=+1
